region,DateRep,Cases,Deaths,population
SE,2020-02-09T00:00:00Z,0,0,2319032
SP,2020-02-09T00:00:00Z,0,0,46289333
TO,2020-02-09T00:00:00Z,0,0,1624183
AC,2020-02-10T00:00:00Z,0,0,894470
AL,2020-02-10T00:00:00Z,0,0,3351092
AM,2020-02-10T00:00:00Z,0,0,4207714
AP,2020-02-10T00:00:00Z,0,0,861773
BA,2020-02-10T00:00:00Z,0,0,14930424
CE,2020-02-10T00:00:00Z,0,0,9187886
DF,2020-02-10T00:00:00Z,0,0,1585771
ES,2020-02-10T00:00:00Z,0,0,4064052
GO,2020-02-10T00:00:00Z,0,0,7116143
MA,2020-02-10T00:00:00Z,0,0,7114598
MG,2020-02-10T00:00:00Z,0,0,21292666
MS,2020-02-10T00:00:00Z,0,0,2809394
MT,2020-02-10T00:00:00Z,0,0,3526220
PA,2020-02-10T00:00:00Z,0,0,8690745
PB,2020-02-10T00:00:00Z,0,0,4039277
PE,2020-02-10T00:00:00Z,0,0,9617072
PI,2020-02-10T00:00:00Z,0,0,3280697
PR,2020-02-10T00:00:00Z,0,0,11516840
RJ,2020-02-10T00:00:00Z,0,0,17366189
RN,2020-02-10T00:00:00Z,0,0,3534165
RO,2020-02-10T00:00:00Z,0,0,1796460
RR,2020-02-10T00:00:00Z,0,0,631181
RS,2020-02-10T00:00:00Z,0,0,11422973
SC,2020-02-10T00:00:00Z,0,0,7252502
SE,2020-02-10T00:00:00Z,0,0,2319032
SP,2020-02-10T00:00:00Z,0,0,46289333
TO,2020-02-10T00:00:00Z,0,0,1624183
AC,2020-02-11T00:00:00Z,0,0,894470
AL,2020-02-11T00:00:00Z,0,0,3351092
AM,2020-02-11T00:00:00Z,0,0,4207714
AP,2020-02-11T00:00:00Z,0,0,861773
BA,2020-02-11T00:00:00Z,0,0,14930424
CE,2020-02-11T00:00:00Z,0,0,9187886
DF,2020-02-11T00:00:00Z,0,0,1585771
ES,2020-02-11T00:00:00Z,0,0,4064052
GO,2020-02-11T00:00:00Z,0,0,7116143
MA,2020-02-11T00:00:00Z,0,0,7114598
MG,2020-02-11T00:00:00Z,0,0,21292666
MS,2020-02-11T00:00:00Z,0,0,2809394
MT,2020-02-11T00:00:00Z,0,0,3526220
PA,2020-02-11T00:00:00Z,0,0,8690745
PB,2020-02-11T00:00:00Z,0,0,4039277
PE,2020-02-11T00:00:00Z,0,0,9617072
PI,2020-02-11T00:00:00Z,0,0,3280697
PR,2020-02-11T00:00:00Z,0,0,11516840
RJ,2020-02-11T00:00:00Z,0,0,17366189
RN,2020-02-11T00:00:00Z,0,0,3534165
RO,2020-02-11T00:00:00Z,0,0,1796460
RR,2020-02-11T00:00:00Z,0,0,631181
RS,2020-02-11T00:00:00Z,0,0,11422973
SC,2020-02-11T00:00:00Z,0,0,7252502
SE,2020-02-11T00:00:00Z,0,0,2319032
SP,2020-02-11T00:00:00Z,0,0,46289333
TO,2020-02-11T00:00:00Z,0,0,1624183
AC,2020-02-12T00:00:00Z,0,0,894470
AL,2020-02-12T00:00:00Z,0,0,3351092
AM,2020-02-12T00:00:00Z,0,0,4207714
AP,2020-02-12T00:00:00Z,0,0,861773
BA,2020-02-12T00:00:00Z,0,0,14930424
CE,2020-02-12T00:00:00Z,0,0,9187886
DF,2020-02-12T00:00:00Z,0,0,1585771
ES,2020-02-12T00:00:00Z,0,0,4064052
GO,2020-02-12T00:00:00Z,0,0,7116143
MA,2020-02-12T00:00:00Z,0,0,7114598
MG,2020-02-12T00:00:00Z,0,0,21292666
MS,2020-02-12T00:00:00Z,0,0,2809394
MT,2020-02-12T00:00:00Z,0,0,3526220
PA,2020-02-12T00:00:00Z,0,0,8690745
PB,2020-02-12T00:00:00Z,0,0,4039277
PE,2020-02-12T00:00:00Z,0,0,9617072
PI,2020-02-12T00:00:00Z,0,0,3280697
PR,2020-02-12T00:00:00Z,0,0,11516840
RJ,2020-02-12T00:00:00Z,0,0,17366189
RN,2020-02-12T00:00:00Z,0,0,3534165
RO,2020-02-12T00:00:00Z,0,0,1796460
RR,2020-02-12T00:00:00Z,0,0,631181
RS,2020-02-12T00:00:00Z,0,0,11422973
SC,2020-02-12T00:00:00Z,0,0,7252502
SE,2020-02-12T00:00:00Z,0,0,2319032
SP,2020-02-12T00:00:00Z,0,0,46289333
TO,2020-02-12T00:00:00Z,0,0,1624183
AC,2020-02-13T00:00:00Z,0,0,894470
AL,2020-02-13T00:00:00Z,0,0,3351092
AM,2020-02-13T00:00:00Z,0,0,4207714
AP,2020-02-13T00:00:00Z,0,0,861773
BA,2020-02-13T00:00:00Z,0,0,14930424
CE,2020-02-13T00:00:00Z,0,0,9187886
DF,2020-02-13T00:00:00Z,0,0,1585771
ES,2020-02-13T00:00:00Z,0,0,4064052
GO,2020-02-13T00:00:00Z,0,0,7116143
MA,2020-02-13T00:00:00Z,0,0,7114598
MG,2020-02-13T00:00:00Z,0,0,21292666
MS,2020-02-13T00:00:00Z,0,0,2809394
MT,2020-02-13T00:00:00Z,0,0,3526220
PA,2020-02-13T00:00:00Z,0,0,8690745
PB,2020-02-13T00:00:00Z,0,0,4039277
PE,2020-02-13T00:00:00Z,0,0,9617072
PI,2020-02-13T00:00:00Z,0,0,3280697
PR,2020-02-13T00:00:00Z,0,0,11516840
RJ,2020-02-13T00:00:00Z,0,0,17366189
RN,2020-02-13T00:00:00Z,0,0,3534165
RO,2020-02-13T00:00:00Z,0,0,1796460
RR,2020-02-13T00:00:00Z,0,0,631181
RS,2020-02-13T00:00:00Z,0,0,11422973
SC,2020-02-13T00:00:00Z,0,0,7252502
SE,2020-02-13T00:00:00Z,0,0,2319032
SP,2020-02-13T00:00:00Z,0,0,46289333
TO,2020-02-13T00:00:00Z,0,0,1624183
AC,2020-02-14T00:00:00Z,0,0,894470
AL,2020-02-14T00:00:00Z,0,0,3351092
AM,2020-02-14T00:00:00Z,0,0,4207714
AP,2020-02-14T00:00:00Z,0,0,861773
BA,2020-02-14T00:00:00Z,0,0,14930424
CE,2020-02-14T00:00:00Z,0,0,9187886
DF,2020-02-14T00:00:00Z,0,0,1585771
ES,2020-02-14T00:00:00Z,0,0,4064052
GO,2020-02-14T00:00:00Z,0,0,7116143
MA,2020-02-14T00:00:00Z,0,0,7114598
MG,2020-02-14T00:00:00Z,0,0,21292666
MS,2020-02-14T00:00:00Z,0,0,2809394
MT,2020-02-14T00:00:00Z,0,0,3526220
PA,2020-02-14T00:00:00Z,0,0,8690745
PB,2020-02-14T00:00:00Z,0,0,4039277
PE,2020-02-14T00:00:00Z,0,0,9617072
PI,2020-02-14T00:00:00Z,0,0,3280697
PR,2020-02-14T00:00:00Z,0,0,11516840
RJ,2020-02-14T00:00:00Z,0,0,17366189
RN,2020-02-14T00:00:00Z,0,0,3534165
RO,2020-02-14T00:00:00Z,0,0,1796460
RR,2020-02-14T00:00:00Z,0,0,631181
RS,2020-02-14T00:00:00Z,0,0,11422973
SC,2020-02-14T00:00:00Z,0,0,7252502
SE,2020-02-14T00:00:00Z,0,0,2319032
SP,2020-02-14T00:00:00Z,0,0,46289333
TO,2020-02-14T00:00:00Z,0,0,1624183
AC,2020-02-15T00:00:00Z,0,0,894470
AL,2020-02-15T00:00:00Z,0,0,3351092
AM,2020-02-15T00:00:00Z,0,0,4207714
AP,2020-02-15T00:00:00Z,0,0,861773
BA,2020-02-15T00:00:00Z,0,0,14930424
CE,2020-02-15T00:00:00Z,0,0,9187886
DF,2020-02-15T00:00:00Z,0,0,1585771
ES,2020-02-15T00:00:00Z,0,0,4064052
GO,2020-02-15T00:00:00Z,0,0,7116143
MA,2020-02-15T00:00:00Z,0,0,7114598
MG,2020-02-15T00:00:00Z,0,0,21292666
MS,2020-02-15T00:00:00Z,0,0,2809394
MT,2020-02-15T00:00:00Z,0,0,3526220
PA,2020-02-15T00:00:00Z,0,0,8690745
PB,2020-02-15T00:00:00Z,0,0,4039277
PE,2020-02-15T00:00:00Z,0,0,9617072
PI,2020-02-15T00:00:00Z,0,0,3280697
PR,2020-02-15T00:00:00Z,0,0,11516840
RJ,2020-02-15T00:00:00Z,0,0,17366189
RN,2020-02-15T00:00:00Z,0,0,3534165
RO,2020-02-15T00:00:00Z,0,0,1796460
RR,2020-02-15T00:00:00Z,0,0,631181
RS,2020-02-15T00:00:00Z,0,0,11422973
SC,2020-02-15T00:00:00Z,0,0,7252502
SE,2020-02-15T00:00:00Z,0,0,2319032
SP,2020-02-15T00:00:00Z,0,0,46289333
TO,2020-02-15T00:00:00Z,0,0,1624183
AC,2020-02-16T00:00:00Z,0,0,894470
AL,2020-02-16T00:00:00Z,0,0,3351092
AM,2020-02-16T00:00:00Z,0,0,4207714
AP,2020-02-16T00:00:00Z,0,0,861773
BA,2020-02-16T00:00:00Z,0,0,14930424
CE,2020-02-16T00:00:00Z,0,0,9187886
DF,2020-02-16T00:00:00Z,0,0,1585771
ES,2020-02-16T00:00:00Z,0,0,4064052
GO,2020-02-16T00:00:00Z,0,0,7116143
MA,2020-02-16T00:00:00Z,0,0,7114598
MG,2020-02-16T00:00:00Z,0,0,21292666
MS,2020-02-16T00:00:00Z,0,0,2809394
MT,2020-02-16T00:00:00Z,0,0,3526220
PA,2020-02-16T00:00:00Z,0,0,8690745
PB,2020-02-16T00:00:00Z,0,0,4039277
PE,2020-02-16T00:00:00Z,0,0,9617072
PI,2020-02-16T00:00:00Z,0,0,3280697
PR,2020-02-16T00:00:00Z,0,0,11516840
RJ,2020-02-16T00:00:00Z,0,0,17366189
RN,2020-02-16T00:00:00Z,0,0,3534165
RO,2020-02-16T00:00:00Z,0,0,1796460
RR,2020-02-16T00:00:00Z,0,0,631181
RS,2020-02-16T00:00:00Z,0,0,11422973
SC,2020-02-16T00:00:00Z,0,0,7252502
SE,2020-02-16T00:00:00Z,0,0,2319032
SP,2020-02-16T00:00:00Z,0,0,46289333
TO,2020-02-16T00:00:00Z,0,0,1624183
AC,2020-02-17T00:00:00Z,0,0,894470
AL,2020-02-17T00:00:00Z,0,0,3351092
AM,2020-02-17T00:00:00Z,0,0,4207714
AP,2020-02-17T00:00:00Z,0,0,861773
BA,2020-02-17T00:00:00Z,0,0,14930424
CE,2020-02-17T00:00:00Z,0,0,9187886
DF,2020-02-17T00:00:00Z,0,0,1585771
ES,2020-02-17T00:00:00Z,0,0,4064052
GO,2020-02-17T00:00:00Z,0,0,7116143
MA,2020-02-17T00:00:00Z,0,0,7114598
MG,2020-02-17T00:00:00Z,0,0,21292666
MS,2020-02-17T00:00:00Z,0,0,2809394
MT,2020-02-17T00:00:00Z,0,0,3526220
PA,2020-02-17T00:00:00Z,0,0,8690745
PB,2020-02-17T00:00:00Z,0,0,4039277
PE,2020-02-17T00:00:00Z,0,0,9617072
PI,2020-02-17T00:00:00Z,0,0,3280697
PR,2020-02-17T00:00:00Z,0,0,11516840
RJ,2020-02-17T00:00:00Z,0,0,17366189
RN,2020-02-17T00:00:00Z,0,0,3534165
RO,2020-02-17T00:00:00Z,0,0,1796460
RR,2020-02-17T00:00:00Z,0,0,631181
RS,2020-02-17T00:00:00Z,0,0,11422973
SC,2020-02-17T00:00:00Z,0,0,7252502
SE,2020-02-17T00:00:00Z,0,0,2319032
SP,2020-02-17T00:00:00Z,0,0,46289333
TO,2020-02-17T00:00:00Z,0,0,1624183
AC,2020-02-18T00:00:00Z,0,0,894470
AL,2020-02-18T00:00:00Z,0,0,3351092
AM,2020-02-18T00:00:00Z,0,0,4207714
AP,2020-02-18T00:00:00Z,0,0,861773
BA,2020-02-18T00:00:00Z,0,0,14930424
CE,2020-02-18T00:00:00Z,0,0,9187886
DF,2020-02-18T00:00:00Z,0,0,1585771
ES,2020-02-18T00:00:00Z,0,0,4064052
GO,2020-02-18T00:00:00Z,0,0,7116143
MA,2020-02-18T00:00:00Z,0,0,7114598
MG,2020-02-18T00:00:00Z,0,0,21292666
MS,2020-02-18T00:00:00Z,0,0,2809394
MT,2020-02-18T00:00:00Z,0,0,3526220
PA,2020-02-18T00:00:00Z,0,0,8690745
PB,2020-02-18T00:00:00Z,0,0,4039277
PE,2020-02-18T00:00:00Z,0,0,9617072
PI,2020-02-18T00:00:00Z,0,0,3280697
PR,2020-02-18T00:00:00Z,0,0,11516840
RJ,2020-02-18T00:00:00Z,0,0,17366189
RN,2020-02-18T00:00:00Z,0,0,3534165
RO,2020-02-18T00:00:00Z,0,0,1796460
RR,2020-02-18T00:00:00Z,0,0,631181
RS,2020-02-18T00:00:00Z,0,0,11422973
SC,2020-02-18T00:00:00Z,0,0,7252502
SE,2020-02-18T00:00:00Z,0,0,2319032
SP,2020-02-18T00:00:00Z,0,0,46289333
TO,2020-02-18T00:00:00Z,0,0,1624183
AC,2020-02-19T00:00:00Z,0,0,894470
AL,2020-02-19T00:00:00Z,0,0,3351092
AM,2020-02-19T00:00:00Z,0,0,4207714
AP,2020-02-19T00:00:00Z,0,0,861773
BA,2020-02-19T00:00:00Z,0,0,14930424
CE,2020-02-19T00:00:00Z,0,0,9187886
DF,2020-02-19T00:00:00Z,0,0,1585771
ES,2020-02-19T00:00:00Z,0,0,4064052
GO,2020-02-19T00:00:00Z,0,0,7116143
MA,2020-02-19T00:00:00Z,0,0,7114598
MG,2020-02-19T00:00:00Z,0,0,21292666
MS,2020-02-19T00:00:00Z,0,0,2809394
MT,2020-02-19T00:00:00Z,0,0,3526220
PA,2020-02-19T00:00:00Z,0,0,8690745
PB,2020-02-19T00:00:00Z,0,0,4039277
PE,2020-02-19T00:00:00Z,0,0,9617072
PI,2020-02-19T00:00:00Z,0,0,3280697
PR,2020-02-19T00:00:00Z,0,0,11516840
RJ,2020-02-19T00:00:00Z,0,0,17366189
RN,2020-02-19T00:00:00Z,0,0,3534165
RO,2020-02-19T00:00:00Z,0,0,1796460
RR,2020-02-19T00:00:00Z,0,0,631181
RS,2020-02-19T00:00:00Z,0,0,11422973
SC,2020-02-19T00:00:00Z,0,0,7252502
SE,2020-02-19T00:00:00Z,0,0,2319032
SP,2020-02-19T00:00:00Z,0,0,46289333
TO,2020-02-19T00:00:00Z,0,0,1624183
AC,2020-02-20T00:00:00Z,0,0,894470
AL,2020-02-20T00:00:00Z,0,0,3351092
AM,2020-02-20T00:00:00Z,0,0,4207714
AP,2020-02-20T00:00:00Z,0,0,861773
BA,2020-02-20T00:00:00Z,0,0,14930424
CE,2020-02-20T00:00:00Z,0,0,9187886
DF,2020-02-20T00:00:00Z,0,0,1585771
ES,2020-02-20T00:00:00Z,0,0,4064052
GO,2020-02-20T00:00:00Z,0,0,7116143
MA,2020-02-20T00:00:00Z,0,0,7114598
MG,2020-02-20T00:00:00Z,0,0,21292666
MS,2020-02-20T00:00:00Z,0,0,2809394
MT,2020-02-20T00:00:00Z,0,0,3526220
PA,2020-02-20T00:00:00Z,0,0,8690745
PB,2020-02-20T00:00:00Z,0,0,4039277
PE,2020-02-20T00:00:00Z,0,0,9617072
PI,2020-02-20T00:00:00Z,0,0,3280697
PR,2020-02-20T00:00:00Z,0,0,11516840
RJ,2020-02-20T00:00:00Z,0,0,17366189
RN,2020-02-20T00:00:00Z,0,0,3534165
RO,2020-02-20T00:00:00Z,0,0,1796460
RR,2020-02-20T00:00:00Z,0,0,631181
RS,2020-02-20T00:00:00Z,0,0,11422973
SC,2020-02-20T00:00:00Z,0,0,7252502
SE,2020-02-20T00:00:00Z,0,0,2319032
SP,2020-02-20T00:00:00Z,0,0,46289333
TO,2020-02-20T00:00:00Z,0,0,1624183
AC,2020-02-21T00:00:00Z,0,0,894470
AL,2020-02-21T00:00:00Z,0,0,3351092
AM,2020-02-21T00:00:00Z,0,0,4207714
AP,2020-02-21T00:00:00Z,0,0,861773
BA,2020-02-21T00:00:00Z,0,0,14930424
CE,2020-02-21T00:00:00Z,0,0,9187886
DF,2020-02-21T00:00:00Z,0,0,1585771
ES,2020-02-21T00:00:00Z,0,0,4064052
GO,2020-02-21T00:00:00Z,0,0,7116143
MA,2020-02-21T00:00:00Z,0,0,7114598
MG,2020-02-21T00:00:00Z,0,0,21292666
MS,2020-02-21T00:00:00Z,0,0,2809394
MT,2020-02-21T00:00:00Z,0,0,3526220
PA,2020-02-21T00:00:00Z,0,0,8690745
PB,2020-02-21T00:00:00Z,0,0,4039277
PE,2020-02-21T00:00:00Z,0,0,9617072
PI,2020-02-21T00:00:00Z,0,0,3280697
PR,2020-02-21T00:00:00Z,0,0,11516840
RJ,2020-02-21T00:00:00Z,0,0,17366189
RN,2020-02-21T00:00:00Z,0,0,3534165
RO,2020-02-21T00:00:00Z,0,0,1796460
RR,2020-02-21T00:00:00Z,0,0,631181
RS,2020-02-21T00:00:00Z,0,0,11422973
SC,2020-02-21T00:00:00Z,0,0,7252502
SE,2020-02-21T00:00:00Z,0,0,2319032
SP,2020-02-21T00:00:00Z,0,0,46289333
TO,2020-02-21T00:00:00Z,0,0,1624183
AC,2020-02-22T00:00:00Z,0,0,894470
AL,2020-02-22T00:00:00Z,0,0,3351092
AM,2020-02-22T00:00:00Z,0,0,4207714
AP,2020-02-22T00:00:00Z,0,0,861773
BA,2020-02-22T00:00:00Z,0,0,14930424
CE,2020-02-22T00:00:00Z,0,0,9187886
DF,2020-02-22T00:00:00Z,0,0,1585771
ES,2020-02-22T00:00:00Z,0,0,4064052
GO,2020-02-22T00:00:00Z,0,0,7116143
MA,2020-02-22T00:00:00Z,0,0,7114598
MG,2020-02-22T00:00:00Z,0,0,21292666
MS,2020-02-22T00:00:00Z,0,0,2809394
MT,2020-02-22T00:00:00Z,0,0,3526220
PA,2020-02-22T00:00:00Z,0,0,8690745
PB,2020-02-22T00:00:00Z,0,0,4039277
PE,2020-02-22T00:00:00Z,0,0,9617072
PI,2020-02-22T00:00:00Z,0,0,3280697
PR,2020-02-22T00:00:00Z,0,0,11516840
RJ,2020-02-22T00:00:00Z,0,0,17366189
RN,2020-02-22T00:00:00Z,0,0,3534165
RO,2020-02-22T00:00:00Z,0,0,1796460
RR,2020-02-22T00:00:00Z,0,0,631181
RS,2020-02-22T00:00:00Z,0,0,11422973
SC,2020-02-22T00:00:00Z,0,0,7252502
SE,2020-02-22T00:00:00Z,0,0,2319032
SP,2020-02-22T00:00:00Z,0,0,46289333
TO,2020-02-22T00:00:00Z,0,0,1624183
AC,2020-02-23T00:00:00Z,0,0,894470
AL,2020-02-23T00:00:00Z,0,0,3351092
AM,2020-02-23T00:00:00Z,0,0,4207714
AP,2020-02-23T00:00:00Z,0,0,861773
BA,2020-02-23T00:00:00Z,0,0,14930424
CE,2020-02-23T00:00:00Z,0,0,9187886
DF,2020-02-23T00:00:00Z,0,0,1585771
ES,2020-02-23T00:00:00Z,0,0,4064052
GO,2020-02-23T00:00:00Z,0,0,7116143
MA,2020-02-23T00:00:00Z,0,0,7114598
MG,2020-02-23T00:00:00Z,0,0,21292666
MS,2020-02-23T00:00:00Z,0,0,2809394
MT,2020-02-23T00:00:00Z,0,0,3526220
PA,2020-02-23T00:00:00Z,0,0,8690745
PB,2020-02-23T00:00:00Z,0,0,4039277
PE,2020-02-23T00:00:00Z,0,0,9617072
PI,2020-02-23T00:00:00Z,0,0,3280697
PR,2020-02-23T00:00:00Z,0,0,11516840
RJ,2020-02-23T00:00:00Z,0,0,17366189
RN,2020-02-23T00:00:00Z,0,0,3534165
RO,2020-02-23T00:00:00Z,0,0,1796460
RR,2020-02-23T00:00:00Z,0,0,631181
RS,2020-02-23T00:00:00Z,0,0,11422973
SC,2020-02-23T00:00:00Z,0,0,7252502
SE,2020-02-23T00:00:00Z,0,0,2319032
SP,2020-02-23T00:00:00Z,0,0,46289333
TO,2020-02-23T00:00:00Z,0,0,1624183
AC,2020-02-24T00:00:00Z,0,0,894470
AL,2020-02-24T00:00:00Z,0,0,3351092
AM,2020-02-24T00:00:00Z,0,0,4207714
AP,2020-02-24T00:00:00Z,0,0,861773
BA,2020-02-24T00:00:00Z,0,0,14930424
CE,2020-02-24T00:00:00Z,0,0,9187886
DF,2020-02-24T00:00:00Z,0,0,1585771
ES,2020-02-24T00:00:00Z,0,0,4064052
GO,2020-02-24T00:00:00Z,0,0,7116143
MA,2020-02-24T00:00:00Z,0,0,7114598
MG,2020-02-24T00:00:00Z,0,0,21292666
MS,2020-02-24T00:00:00Z,0,0,2809394
MT,2020-02-24T00:00:00Z,0,0,3526220
PA,2020-02-24T00:00:00Z,0,0,8690745
PB,2020-02-24T00:00:00Z,0,0,4039277
PE,2020-02-24T00:00:00Z,0,0,9617072
PI,2020-02-24T00:00:00Z,0,0,3280697
PR,2020-02-24T00:00:00Z,0,0,11516840
RJ,2020-02-24T00:00:00Z,0,0,17366189
RN,2020-02-24T00:00:00Z,0,0,3534165
RO,2020-02-24T00:00:00Z,0,0,1796460
RR,2020-02-24T00:00:00Z,0,0,631181
RS,2020-02-24T00:00:00Z,0,0,11422973
SC,2020-02-24T00:00:00Z,0,0,7252502
SE,2020-02-24T00:00:00Z,0,0,2319032
SP,2020-02-24T00:00:00Z,0,0,46289333
TO,2020-02-24T00:00:00Z,0,0,1624183
AC,2020-02-25T00:00:00Z,0,0,894470
AL,2020-02-25T00:00:00Z,0,0,3351092
AM,2020-02-25T00:00:00Z,0,0,4207714
AP,2020-02-25T00:00:00Z,0,0,861773
BA,2020-02-25T00:00:00Z,0,0,14930424
CE,2020-02-25T00:00:00Z,0,0,9187886
DF,2020-02-25T00:00:00Z,0,0,1585771
ES,2020-02-25T00:00:00Z,0,0,4064052
GO,2020-02-25T00:00:00Z,0,0,7116143
MA,2020-02-25T00:00:00Z,0,0,7114598
MG,2020-02-25T00:00:00Z,0,0,21292666
MS,2020-02-25T00:00:00Z,0,0,2809394
MT,2020-02-25T00:00:00Z,0,0,3526220
PA,2020-02-25T00:00:00Z,0,0,8690745
PB,2020-02-25T00:00:00Z,0,0,4039277
PE,2020-02-25T00:00:00Z,0,0,9617072
PI,2020-02-25T00:00:00Z,0,0,3280697
PR,2020-02-25T00:00:00Z,0,0,11516840
RJ,2020-02-25T00:00:00Z,0,0,17366189
RN,2020-02-25T00:00:00Z,0,0,3534165
RO,2020-02-25T00:00:00Z,0,0,1796460
RR,2020-02-25T00:00:00Z,0,0,631181
RS,2020-02-25T00:00:00Z,0,0,11422973
SC,2020-02-25T00:00:00Z,0,0,7252502
SE,2020-02-25T00:00:00Z,0,0,2319032
SP,2020-02-25T00:00:00Z,0,0,46289333
TO,2020-02-25T00:00:00Z,0,0,1624183
AC,2020-02-26T00:00:00Z,0,0,894470
AL,2020-02-26T00:00:00Z,0,0,3351092
AM,2020-02-26T00:00:00Z,0,0,4207714
AP,2020-02-26T00:00:00Z,0,0,861773
BA,2020-02-26T00:00:00Z,0,0,14930424
CE,2020-02-26T00:00:00Z,0,0,9187886
DF,2020-02-26T00:00:00Z,0,0,1585771
ES,2020-02-26T00:00:00Z,0,0,4064052
GO,2020-02-26T00:00:00Z,0,0,7116143
MA,2020-02-26T00:00:00Z,0,0,7114598
MG,2020-02-26T00:00:00Z,0,0,21292666
MS,2020-02-26T00:00:00Z,0,0,2809394
MT,2020-02-26T00:00:00Z,0,0,3526220
PA,2020-02-26T00:00:00Z,0,0,8690745
PB,2020-02-26T00:00:00Z,0,0,4039277
PE,2020-02-26T00:00:00Z,0,0,9617072
PI,2020-02-26T00:00:00Z,0,0,3280697
PR,2020-02-26T00:00:00Z,0,0,11516840
RJ,2020-02-26T00:00:00Z,0,0,17366189
RN,2020-02-26T00:00:00Z,0,0,3534165
RO,2020-02-26T00:00:00Z,0,0,1796460
RR,2020-02-26T00:00:00Z,0,0,631181
RS,2020-02-26T00:00:00Z,0,0,11422973
SC,2020-02-26T00:00:00Z,0,0,7252502
SE,2020-02-26T00:00:00Z,0,0,2319032
SP,2020-02-26T00:00:00Z,0,0,46289333
SP,2020-02-26T03:00:00Z,0,0,46289333
TO,2020-02-26T00:00:00Z,0,0,1624183
AC,2020-02-27T00:00:00Z,0,0,894470
AL,2020-02-27T00:00:00Z,0,0,3351092
AM,2020-02-27T00:00:00Z,0,0,4207714
AP,2020-02-27T00:00:00Z,0,0,861773
BA,2020-02-27T00:00:00Z,0,0,14930424
CE,2020-02-27T00:00:00Z,0,0,9187886
DF,2020-02-27T00:00:00Z,0,0,1585771
ES,2020-02-27T00:00:00Z,0,0,4064052
GO,2020-02-27T00:00:00Z,0,0,7116143
MA,2020-02-27T00:00:00Z,0,0,7114598
MG,2020-02-27T00:00:00Z,0,0,21292666
MS,2020-02-27T00:00:00Z,0,0,2809394
MT,2020-02-27T00:00:00Z,0,0,3526220
PA,2020-02-27T00:00:00Z,0,0,8690745
PB,2020-02-27T00:00:00Z,0,0,4039277
PE,2020-02-27T00:00:00Z,0,0,9617072
PI,2020-02-27T00:00:00Z,0,0,3280697
PR,2020-02-27T00:00:00Z,0,0,11516840
RJ,2020-02-27T00:00:00Z,0,0,17366189
RN,2020-02-27T00:00:00Z,0,0,3534165
RO,2020-02-27T00:00:00Z,0,0,1796460
RR,2020-02-27T00:00:00Z,0,0,631181
RS,2020-02-27T00:00:00Z,0,0,11422973
SC,2020-02-27T00:00:00Z,0,0,7252502
SE,2020-02-27T00:00:00Z,0,0,2319032
SP,2020-02-27T00:00:00Z,0,0,46289333
SP,2020-02-27T03:00:00Z,0,0,46289333
TO,2020-02-27T00:00:00Z,0,0,1624183
AC,2020-02-28T00:00:00Z,0,0,894470
AL,2020-02-28T00:00:00Z,0,0,3351092
AM,2020-02-28T00:00:00Z,0,0,4207714
AP,2020-02-28T00:00:00Z,0,0,861773
BA,2020-02-28T00:00:00Z,0,0,14930424
CE,2020-02-28T00:00:00Z,0,0,9187886
DF,2020-02-28T00:00:00Z,0,0,1585771
ES,2020-02-28T00:00:00Z,0,0,4064052
GO,2020-02-28T00:00:00Z,0,0,7116143
MA,2020-02-28T00:00:00Z,0,0,7114598
MG,2020-02-28T00:00:00Z,0,0,21292666
MS,2020-02-28T00:00:00Z,0,0,2809394
MT,2020-02-28T00:00:00Z,0,0,3526220
PA,2020-02-28T00:00:00Z,0,0,8690745
PB,2020-02-28T00:00:00Z,0,0,4039277
PE,2020-02-28T00:00:00Z,0,0,9617072
PI,2020-02-28T00:00:00Z,0,0,3280697
PR,2020-02-28T00:00:00Z,0,0,11516840
RJ,2020-02-28T00:00:00Z,0,0,17366189
RN,2020-02-28T00:00:00Z,0,0,3534165
RO,2020-02-28T00:00:00Z,0,0,1796460
RR,2020-02-28T00:00:00Z,0,0,631181
RS,2020-02-28T00:00:00Z,0,0,11422973
SC,2020-02-28T00:00:00Z,0,0,7252502
SE,2020-02-28T00:00:00Z,0,0,2319032
SP,2020-02-28T00:00:00Z,0,0,46289333
SP,2020-02-28T03:00:00Z,0,0,46289333
TO,2020-02-28T00:00:00Z,0,0,1624183
AC,2020-02-29T00:00:00Z,0,0,894470
AL,2020-02-29T00:00:00Z,0,0,3351092
AM,2020-02-29T00:00:00Z,0,0,4207714
AP,2020-02-29T00:00:00Z,0,0,861773
BA,2020-02-29T00:00:00Z,0,0,14930424
CE,2020-02-29T00:00:00Z,0,0,9187886
DF,2020-02-29T00:00:00Z,0,0,1585771
ES,2020-02-29T00:00:00Z,0,0,4064052
GO,2020-02-29T00:00:00Z,0,0,7116143
MA,2020-02-29T00:00:00Z,0,0,7114598
MG,2020-02-29T00:00:00Z,0,0,21292666
MS,2020-02-29T00:00:00Z,0,0,2809394
MT,2020-02-29T00:00:00Z,0,0,3526220
PA,2020-02-29T00:00:00Z,0,0,8690745
PB,2020-02-29T00:00:00Z,0,0,4039277
PE,2020-02-29T00:00:00Z,0,0,9617072
PI,2020-02-29T00:00:00Z,0,0,3280697
PR,2020-02-29T00:00:00Z,0,0,11516840
RJ,2020-02-29T00:00:00Z,0,0,17366189
RN,2020-02-29T00:00:00Z,0,0,3534165
